event_id,circuito,tourney_id,tourney_name,tourney_date,round,surface,winner_id,winner_name,loser_id,loser_name,winner_sets,loser_sets,scrape_date,ALL_aces_home,ALL_aces_away,ALL_double_faults_home,ALL_double_faults_away,ALL_first_serve_home,ALL_first_serve_away,ALL_second_serve_home,ALL_second_serve_away,ALL_first_serve_points_home,ALL_first_serve_points_away,ALL_second_serve_points_home,ALL_second_serve_points_away,ALL_service_games_played_home,ALL_service_games_played_away,ALL_break_points_saved_home,ALL_break_points_saved_away,ALL_total_home,ALL_total_away,ALL_service_points_won_home,ALL_service_points_won_away,ALL_receiver_points_won_home,ALL_receiver_points_won_away,ALL_max_points_in_a_row_home,ALL_max_points_in_a_row_away,ALL_total_won_home,ALL_total_won_away,ALL_service_games_won_home,ALL_service_games_won_away,ALL_max_games_in_a_row_home,ALL_max_games_in_a_row_away,ALL_first_serve_return_points_home,ALL_first_serve_return_points_away,ALL_second_serve_return_points_home,ALL_second_serve_return_points_away,ALL_return_games_played_home,ALL_return_games_played_away,ALL_break_points_converted_home,ALL_break_points_converted_away,ALL_tiebreaks_home,ALL_tiebreaks_away,1ST_aces_home,1ST_aces_away,1ST_double_faults_home,1ST_double_faults_away,1ST_first_serve_home,1ST_first_serve_away,1ST_second_serve_home,1ST_second_serve_away,1ST_first_serve_points_home,1ST_first_serve_points_away,1ST_second_serve_points_home,1ST_second_serve_points_away,1ST_service_games_played_home,1ST_service_games_played_away,1ST_break_points_saved_home,1ST_break_points_saved_away,1ST_service_points_won_home,1ST_service_points_won_away,1ST_receiver_points_won_home,1ST_receiver_points_won_away,1ST_max_points_in_a_row_home,1ST_max_points_in_a_row_away,1ST_max_games_in_a_row_home,1ST_max_games_in_a_row_away,1ST_first_serve_return_points_home,1ST_first_serve_return_points_away,1ST_second_serve_return_points_home,1ST_second_serve_return_points_away,1ST_return_games_played_home,1ST_return_games_played_away,1ST_break_points_converted_home,1ST_break_points_converted_away,1ST_tiebreaks_home,1ST_tiebreaks_away,2ND_aces_home,2ND_aces_away,2ND_double_faults_home,2ND_double_faults_away,2ND_first_serve_home,2ND_first_serve_away,2ND_second_serve_home,2ND_second_serve_away,2ND_first_serve_points_home,2ND_first_serve_points_away,2ND_second_serve_points_home,2ND_second_serve_points_away,2ND_service_games_played_home,2ND_service_games_played_away,2ND_break_points_saved_home,2ND_break_points_saved_away,2ND_service_points_won_home,2ND_service_points_won_away,2ND_receiver_points_won_home,2ND_receiver_points_won_away,2ND_max_points_in_a_row_home,2ND_max_points_in_a_row_away,2ND_max_games_in_a_row_home,2ND_max_games_in_a_row_away,2ND_first_serve_return_points_home,2ND_first_serve_return_points_away,2ND_second_serve_return_points_home,2ND_second_serve_return_points_away,2ND_return_games_played_home,2ND_return_games_played_away,2ND_break_points_converted_home,2ND_break_points_converted_away,2ND_tiebreaks_home,2ND_tiebreaks_away,3RD_aces_home,3RD_aces_away,3RD_double_faults_home,3RD_double_faults_away,3RD_first_serve_home,3RD_first_serve_away,3RD_second_serve_home,3RD_second_serve_away,3RD_first_serve_points_home,3RD_first_serve_points_away,3RD_second_serve_points_home,3RD_second_serve_points_away,3RD_service_games_played_home,3RD_service_games_played_away,3RD_break_points_saved_home,3RD_break_points_saved_away,3RD_service_points_won_home,3RD_service_points_won_away,3RD_receiver_points_won_home,3RD_receiver_points_won_away,3RD_max_points_in_a_row_home,3RD_max_points_in_a_row_away,3RD_max_games_in_a_row_home,3RD_max_games_in_a_row_away,3RD_first_serve_return_points_home,3RD_first_serve_return_points_away,3RD_second_serve_return_points_home,3RD_second_serve_return_points_away,3RD_return_games_played_home,3RD_return_games_played_away,3RD_break_points_converted_home,3RD_break_points_converted_away,3RD_tiebreaks_home,3RD_tiebreaks_away
14265546,ATP,158960,"Toronto, Canada",2025-08-01,Round of 32,Hardcourt outdoor,254742,Jiri Lehečka,338500,Arthur Fils,2,1,20260427,3,12,1,5,53/75 (71%),50/88 (57%),21/22 (95%),33/38 (87%),40/53 (75%),42/50 (84%),13/22 (59%),17/38 (45%),14,14,3/5 (60%),1/2 (50%),82,81,53,59,29,22,4,6,13,15,12,13,3,3,8/50 (16%),13/53 (24%),21/38 (55%),9/22 (40%),14,14,1,2,0,0,1,3,0,1,22/28 (79%),14/24 (58%),6/6 (100%),9/10 (90%),18/22 (82%),11/14 (79%),4/6 (67%),4/10 (40%),5,4,2/2 (100%),1/2 (50%),22,15,9,6,4,3,3,1,3/14 (21%),4/22 (18%),6/10 (60%),2/6 (33%),4,5,1,0,0,0,0,5,0,2,12/19 (63%),18/33 (55%),7/7 (100%),13/15 (87%),9/12 (75%),16/18 (89%),4/7 (57%),6/15 (40%),4,5,1/2 (50%),0/0 (0%),13,22,11,6,4,5,1,3,2/18 (11%),3/12 (25%),9/15 (60%),3/7 (42%),5,4,0,1,0,0,2,4,1,2,20/29 (69%),18/31 (58%),8/9 (89%),11/13 (85%),14/20 (70%),15/18 (83%),5/9 (56%),7/13 (54%),5,5,0/1 (0%),0/0 (0%),19,22,9,10,4,6,1,3,3/18 (16%),6/20 (30%),6/13 (46%),4/9 (44%),5,5,0,1,0,0
14265542,ATP,158960,"Toronto, Canada",2025-08-01,Round of 32,Hardcourt outdoor,101101,Frances Tiafoe,124656,Aleksandar Vukic,2,1,20260427,10,4,3,2,46/83 (55%),58/100 (58%),34/37 (92%),40/42 (95%),35/46 (76%),40/58 (69%),21/37 (57%),21/42 (50%),14,14,2/4 (50%),8/12 (66%),95,88,56,61,39,27,7,8,16,12,12,9,4,2,18/58 (31%),11/46 (23%),21/42 (50%),16/37 (43%),14,14,4,2,0,0,3,1,0,2,16/29 (55%),19/32 (59%),13/13 (100%),11/13 (85%),12/16 (75%),11/19 (58%),6/13 (46%),4/13 (31%),4,5,2/3 (66%),2/5 (40%),18,15,17,11,7,3,3,1,8/19 (42%),4/16 (25%),9/13 (69%),7/13 (53%),5,4,3,1,0,0,1,1,1,0,13/26 (50%),24/38 (63%),12/13 (92%),14/14 (100%),9/13 (69%),19/24 (79%),8/13 (62%),8/14 (57%),5,5,0/1 (0%),4/4 (100%),17,27,11,9,4,8,1,2,5/24 (20%),4/13 (30%),6/14 (42%),5/13 (38%),5,5,0,1,0,0,6,2,2,0,16/28 (57%),15/30 (50%),10/12 (83%),15/15 (100%),13/16 (81%),10/15 (67%),8/12 (67%),9/15 (60%),5,4,0/0 (0%),2/3 (66%),21,19,11,7,4,4,3,1,5/15 (33%),3/16 (18%),6/15 (40%),4/12 (33%),4,5,1,0,0,0
14265544,ATP,158960,"Toronto, Canada",2025-08-01,Round of 32,Hardcourt outdoor,273680,Flavio Cobolli,218259,Fábián Marozsán,2,1,20260427,7,3,3,5,49/84 (58%),58/99 (59%),32/35 (91%),36/41 (88%),32/49 (65%),36/58 (62%),23/35 (66%),19/41 (46%),13,14,4/6 (66%),7/12 (58%),99,84,55,55,44,29,6,4,16,11,11,9,4,3,22/58 (37%),17/49 (34%),22/41 (53%),12/35 (34%),14,13,5,2,0,0,1,0,2,4,7/19 (37%),11/27 (41%),10/12 (83%),12/16 (75%),6/7 (86%),7/11 (64%),10/12 (83%),6/16 (38%),4,4,0/0 (0%),3/5 (60%),16,13,14,3,6,2,3,1,4/11 (36%),1/7 (14%),10/16 (62%),2/12 (16%),4,4,2,0,0,0,4,1,1,0,23/35 (66%),23/34 (68%),11/12 (92%),11/11 (100%),15/23 (65%),15/23 (65%),7/12 (58%),8/11 (73%),5,5,3/4 (75%),1/1 (100%),22,23,11,13,6,3,1,2,8/23 (34%),8/23 (34%),3/11 (27%),5/12 (41%),5,5,0,1,0,0,2,2,0,1,18/30 (60%),24/38 (63%),12/12 (100%),13/14 (93%),11/18 (61%),14/24 (58%),6/12 (50%),5/14 (36%),4,5,1/2 (50%),3/6 (50%),17,19,19,13,3,4,4,1,10/24 (41%),7/18 (38%),9/14 (64%),6/12 (50%),5,4,3,1,0,0
14265543,ATP,158960,"Toronto, Canada",2025-08-01,Round of 32,Hardcourt outdoor,136042,Taylor Fritz,280151,Gabriel Diallo,2,0,20260427,4,5,6,0,36/63 (57%),26/48 (54%),21/27 (78%),22/22 (100%),25/36 (69%),23/26 (88%),10/27 (37%),15/22 (68%),9,9,4/7 (57%),1/1 (100%),45,66,35,38,10,28,5,6,6,12,6,9,1,3,3/26 (11%),11/36 (30%),7/22 (31%),17/27 (62%),9,9,0,3,0,0,2,2,2,0,16/30 (53%),14/29 (48%),12/14 (86%),15/15 (100%),10/16 (63%),12/14 (86%),7/14 (50%),10/15 (67%),5,5,2/3 (66%),1/1 (100%),17,22,7,13,4,5,1,2,2/14 (14%),6/16 (37%),5/15 (33%),7/14 (50%),5,5,0,1,0,0,2,3,4,0,19/33 (58%),12/19 (63%),10/14 (71%),7/7 (100%),14/19 (74%),11/12 (92%),4/14 (29%),5/7 (71%),4,4,2/4 (50%),0/0 (0%),18,16,3,15,5,6,1,3,1/12 (8%),5/19 (26%),2/7 (28%),10/14 (71%),4,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14265535,ATP,158960,"Toronto, Canada",2025-08-01,Round of 32,Hardcourt outdoor,385485,Ben Shelton,235576,Brandon Nakashima,2,1,20260427,3,19,1,8,66/104 (63%),70/111 (63%),37/38 (97%),33/41 (80%),49/66 (74%),57/70 (81%),21/38 (55%),19/41 (46%),16,16,5/8 (62%),3/4 (75%),105,110,70,76,35,34,5,7,15,19,13,15,2,3,13/70 (18%),17/66 (25%),22/41 (53%),17/38 (44%),16,16,1,3,1,1,1,7,0,2,26/40 (65%),29/43 (67%),14/14 (100%),12/14 (86%),23/26 (88%),23/29 (79%),9/14 (64%),8/14 (57%),6,6,,,32,31,12,8,4,4,1,1,6/29 (20%),3/26 (11%),6/14 (42%),5/14 (35%),6,6,0,0,1,0,0,2,1,3,16/25 (64%),14/27 (52%),8/9 (89%),10/13 (77%),9/16 (56%),11/14 (79%),4/9 (44%),7/13 (54%),4,4,3/5 (60%),2/2 (100%),13,18,9,12,4,5,1,3,3/14 (21%),7/16 (43%),6/13 (46%),5/9 (55%),4,4,0,2,0,0,2,10,0,3,24/39 (62%),26/41 (63%),15/15 (100%),12/15 (80%),17/24 (71%),22/26 (85%),8/15 (53%),5/15 (33%),6,6,2/3 (66%),1/2 (50%),25,27,14,14,5,7,2,3,4/26 (15%),7/24 (29%),10/15 (66%),7/15 (46%),6,6,1,1,0,1
14266297,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,45584,Lin Zhu,199509,Suzan Lamens,2,0,20260427,3,0,2,4,25/43 (58%),22/42 (52%),16/18 (89%),16/20 (80%),19/25 (76%),10/22 (45%),9/18 (50%),5/20 (25%),8,8,1/3 (33%),1/7 (14%),55,30,28,15,27,15,7,3,12,4,6,2,4,1,12/22 (54%),6/25 (24%),15/20 (75%),9/18 (50%),8,8,6,2,0,0,2,0,0,1,13/19 (68%),16/24 (67%),6/6 (100%),7/8 (88%),11/13 (85%),6/16 (38%),3/6 (50%),4/8 (50%),4,4,0/1 (0%),1/4 (25%),14,10,14,5,7,3,4,1,10/16 (62%),2/13 (15%),4/8 (50%),3/6 (50%),4,4,3,1,0,0,1,0,2,3,12/24 (50%),6/18 (33%),10/12 (83%),9/12 (75%),8/12 (67%),4/6 (67%),6/12 (50%),1/12 (8%),4,4,1/2 (50%),0/3 (0%),14,5,13,10,7,3,4,1,2/6 (33%),4/12 (33%),11/12 (91%),6/12 (50%),4,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266303,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,230056,Marta Kostyuk,132370,Daria Kasatkina,2,1,20260427,4,0,9,11,54/104 (52%),57/92 (62%),41/50 (82%),24/35 (69%),36/54 (67%),33/57 (58%),17/50 (34%),12/35 (34%),15,15,6/13 (46%),4/11 (36%),100,96,53,45,47,51,11,9,16,15,8,8,4,3,24/57 (42%),18/54 (33%),23/35 (65%),33/50 (66%),15,15,7,7,1,0,2,0,4,4,16/32 (50%),12/22 (55%),12/16 (75%),6/10 (60%),9/16 (56%),11/12 (92%),5/16 (31%),3/10 (30%),5,4,1/4 (25%),0/1 (0%),14,14,8,18,4,8,2,2,1/12 (8%),7/16 (43%),7/10 (70%),11/16 (68%),4,5,1,3,0,0,0,0,3,5,12/30 (40%),15/26 (58%),15/18 (83%),6/11 (55%),9/12 (75%),6/15 (40%),7/18 (39%),3/11 (27%),4,5,5/7 (71%),2/6 (33%),16,9,17,14,11,3,4,1,9/15 (60%),3/12 (25%),8/11 (72%),11/18 (61%),5,4,4,2,0,0,2,0,2,2,26/42 (62%),30/44 (68%),14/16 (88%),12/14 (86%),18/26 (69%),16/30 (53%),5/16 (31%),6/14 (43%),6,6,0/2 (0%),2/4 (50%),23,22,22,19,6,4,2,2,14/30 (46%),8/26 (30%),8/14 (57%),11/16 (68%),6,6,2,2,1,0
14266290,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,233214,McCartney Kessler,406776,Mirra Andreeva,2,0,20260427,0,1,4,8,38/73 (52%),44/71 (62%),31/35 (89%),19/27 (70%),20/38 (53%),24/44 (55%),14/35 (40%),9/27 (33%),11,11,7/14 (50%),3/9 (33%),72,72,34,33,38,39,8,8,10,13,4,5,2,4,20/44 (45%),18/38 (47%),18/27 (66%),21/35 (60%),11,11,6,7,0,1,0,0,1,6,19/39 (49%),30/47 (64%),19/20 (95%),11/17 (65%),12/19 (63%),17/30 (57%),7/20 (35%),5/17 (29%),6,6,4/8 (50%),2/6 (33%),19,22,25,20,8,5,2,3,13/30 (43%),7/19 (36%),12/17 (70%),13/20 (65%),6,6,4,4,0,1,0,2,3,2,19/34 (56%),18/28 (64%),12/15 (80%),8/10 (80%),8/19 (42%),11/18 (61%),7/15 (47%),4/10 (40%),5,5,3/6 (50%),1/3 (33%),15,15,13,19,5,8,2,4,7/18 (38%),11/19 (57%),6/10 (60%),8/15 (53%),5,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266294,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,264983,Coco Gauff,66968,Veronika Kudermetova,2,1,20260427,5,6,14,1,68/111 (61%),55/97 (57%),29/43 (67%),41/42 (98%),49/68 (72%),34/55 (62%),24/43 (56%),21/42 (50%),15,15,6/9 (66%),5/10 (50%),110,98,68,55,42,43,9,5,17,13,12,10,5,7,21/55 (38%),19/68 (27%),21/42 (50%),19/43 (44%),15,15,5,3,0,0,2,2,6,0,23/40 (57%),20/34 (59%),11/17 (65%),14/14 (100%),14/23 (61%),13/20 (65%),8/17 (47%),8/14 (57%),5,5,1/3 (33%),1/2 (50%),22,21,13,18,6,4,3,5,7/20 (35%),9/23 (39%),6/14 (42%),9/17 (52%),5,5,1,2,0,0,3,3,7,0,33/51 (65%),24/42 (57%),11/18 (61%),18/18 (100%),22/33 (67%),15/24 (63%),8/18 (44%),9/18 (50%),6,6,5/6 (83%),3/5 (60%),30,24,18,21,5,4,3,2,9/24 (37%),11/33 (33%),9/18 (50%),10/18 (55%),6,6,2,1,0,0,0,1,1,1,16/20 (80%),11/21 (52%),3/4 (75%),9/10 (90%),13/16 (81%),6/11 (55%),3/4 (75%),4/10 (40%),4,4,0/0 (0%),1/3 (33%),16,10,11,4,8,5,3,1,5/11 (45%),3/16 (18%),6/10 (60%),1/4 (25%),4,4,2,0,0,0
14266302,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,275105,Jessica Bouzas Maneiro,297194,Aoi Ito,2,1,20260427,1,0,7,5,58/102 (57%),70/96 (73%),37/44 (84%),21/26 (81%),39/58 (67%),41/70 (59%),23/44 (52%),12/26 (46%),15,16,7/11 (63%),2/8 (25%),105,93,62,53,43,40,8,5,17,14,11,10,5,4,29/70 (41%),19/58 (32%),14/26 (53%),21/44 (47%),16,15,6,4,0,0,1,0,2,3,18/35 (51%),22/31 (71%),15/17 (88%),6/9 (67%),11/18 (61%),14/22 (64%),7/17 (41%),3/9 (33%),5,5,4/7 (57%),1/3 (33%),18,17,14,17,5,4,2,4,8/22 (36%),7/18 (38%),6/9 (66%),10/17 (58%),5,5,2,3,0,0,0,0,4,0,23/41 (56%),27/33 (82%),14/18 (78%),6/6 (100%),16/23 (70%),16/27 (59%),10/18 (56%),4/6 (67%),6,6,2/3 (66%),1/3 (33%),26,20,13,15,5,5,3,3,11/27 (40%),7/23 (30%),2/6 (33%),8/18 (44%),6,6,2,1,0,0,0,0,1,2,17/26 (65%),21/32 (66%),8/9 (89%),9/11 (82%),12/17 (71%),11/21 (52%),6/9 (67%),5/11 (45%),4,5,1/1 (100%),0/2 (0%),18,16,16,8,5,3,2,1,10/21 (47%),5/17 (29%),6/11 (54%),3/9 (33%),5,4,2,0,0,0
14266293,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,386338,Victoria Mboko,105463,Marie Bouzkova,2,1,20260427,5,1,10,4,42/70 (60%),44/73 (60%),18/28 (64%),25/29 (86%),25/42 (60%),23/44 (52%),9/28 (32%),9/29 (31%),11,11,6/12 (50%),7/15 (46%),73,67,34,32,39,35,10,5,13,9,5,3,8,3,21/44 (47%),17/42 (40%),20/29 (68%),19/28 (67%),11,11,8,6,0,0,1,1,5,1,9/21 (43%),15/23 (65%),7/12 (58%),7/8 (88%),4/9 (44%),10/15 (67%),1/12 (8%),3/8 (38%),4,3,1/5 (20%),1/2 (50%),5,13,10,16,3,5,1,3,5/15 (33%),5/9 (55%),5/8 (62%),11/12 (91%),3,4,1,4,0,0,0,0,4,2,21/34 (62%),20/29 (69%),9/13 (69%),7/9 (78%),12/21 (57%),10/20 (50%),4/13 (31%),2/9 (22%),4,5,4/6 (66%),5/9 (55%),16,12,17,18,4,4,2,1,10/20 (50%),9/21 (42%),7/9 (77%),9/13 (69%),5,4,4,2,0,0,4,0,1,1,12/18 (67%),9/15 (60%),5/6 (83%),5/6 (83%),9/12 (75%),2/9 (22%),4/6 (67%),1/6 (17%),3,3,1/1 (100%),1/4 (25%),13,3,12,5,10,3,6,0,7/9 (77%),3/12 (25%),5/6 (83%),2/6 (33%),3,3,3,0,0,0
14266301,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,189986,Dayana Yastremska,207979,Emma Navarro,2,0,20260427,6,0,4,3,47/82 (57%),44/67 (66%),31/35 (89%),20/23 (87%),34/47 (72%),23/44 (52%),15/35 (43%),14/23 (61%),11,11,9/12 (75%),4/9 (44%),80,70,49,37,31,33,6,7,13,9,8,6,5,4,21/44 (47%),13/47 (27%),9/23 (39%),20/35 (57%),11,11,5,3,0,0,2,0,0,1,15/30 (50%),16/32 (50%),15/15 (100%),15/16 (94%),13/15 (87%),8/16 (50%),9/15 (60%),11/16 (69%),6,6,1/2 (50%),1/3 (33%),22,19,13,8,6,4,3,2,8/16 (50%),2/15 (13%),5/16 (31%),6/15 (40%),6,6,2,1,0,0,4,0,4,3,32/52 (62%),28/36 (78%),16/20 (80%),5/8 (63%),21/32 (66%),15/28 (54%),6/20 (30%),3/8 (38%),5,5,8/10 (80%),3/6 (50%),27,18,18,25,5,7,5,4,13/28 (46%),11/32 (34%),5/8 (62%),14/20 (70%),5,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266299,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,186312,Elena Rybakina,72758,Jaqueline Cristian,2,0,20260427,8,1,0,3,28/51 (55%),42/69 (61%),23/23 (100%),24/27 (89%),25/28 (89%),28/42 (67%),15/23 (65%),9/27 (33%),9,9,1/1 (100%),4/7 (57%),72,48,40,37,32,11,8,4,13,6,9,6,6,1,14/42 (33%),3/28 (10%),18/27 (66%),8/23 (34%),9,9,3,0,1,0,3,0,0,1,8/15 (53%),10/22 (45%),7/7 (100%),11/12 (92%),8/8 (100%),5/10 (50%),4/7 (57%),3/12 (25%),3,3,0/0 (0%),1/4 (25%),12,8,14,3,8,3,6,0,5/10 (50%),0/8 (0%),9/12 (75%),3/7 (42%),3,3,3,0,0,0,5,1,0,2,20/36 (56%),32/47 (68%),16/16 (100%),13/15 (87%),17/20 (85%),23/32 (72%),11/16 (69%),6/15 (40%),6,6,1/1 (100%),3/3 (100%),28,29,18,8,6,4,2,1,9/32 (28%),3/20 (15%),9/15 (60%),5/16 (31%),6,6,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266291,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,252168,Clara Tauson,206617,Yuliia Starodubtseva,2,0,20260427,2,0,1,0,25/38 (66%),26/46 (57%),12/13 (92%),20/20 (100%),20/25 (80%),9/26 (35%),8/13 (62%),11/20 (55%),8,7,0/1 (0%),4/9 (44%),54,30,28,20,26,10,7,4,12,3,7,2,7,1,17/26 (65%),5/25 (20%),9/20 (45%),5/13 (38%),7,8,5,1,0,0,2,0,1,0,20/25 (80%),12/28 (43%),4/5 (80%),16/16 (100%),15/20 (75%),5/12 (42%),1/5 (20%),9/16 (56%),5,4,0/1 (0%),3/5 (60%),16,14,14,9,5,4,2,1,7/12 (58%),5/20 (25%),7/16 (43%),4/5 (80%),4,5,2,1,0,0,0,0,0,0,5/13 (38%),14/18 (78%),8/8 (100%),4/4 (100%),5/5 (100%),4/14 (29%),7/8 (88%),2/4 (50%),3,3,0/0 (0%),1/4 (25%),12,6,12,1,7,1,6,0,10/14 (71%),0/5 (0%),2/4 (50%),1/8 (12%),3,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266298,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,66476,Naomi Osaka,64496,Jelena Ostapenko,2,0,20260427,5,2,1,4,39/57 (68%),35/50 (70%),17/18 (94%),11/15 (73%),24/39 (62%),15/35 (43%),7/18 (39%),7/15 (47%),9,9,2/5 (40%),3/9 (33%),58,43,31,22,27,21,5,6,12,6,6,3,4,2,20/35 (57%),15/39 (38%),8/15 (53%),11/18 (61%),9,9,6,3,0,0,1,0,0,1,13/19 (68%),16/24 (67%),6/6 (100%),7/8 (88%),8/13 (62%),5/16 (31%),4/6 (67%),5/8 (63%),4,4,0/1 (0%),1/4 (25%),12,10,14,7,4,6,3,2,11/16 (68%),5/13 (38%),3/8 (37%),2/6 (33%),4,4,3,1,0,0,2,0,1,2,26/33 (79%),19/25 (76%),6/7 (86%),4/6 (67%),16/26 (62%),11/19 (58%),3/7 (43%),1/6 (17%),5,5,2/4 (50%),2/5 (40%),19,12,13,14,5,4,2,2,8/19 (42%),10/26 (38%),5/6 (83%),4/7 (57%),5,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266304,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,19788,Anastasija Sevastova,44834,Jessica Pegula,2,1,20260427,2,1,2,3,62/84 (74%),62/81 (77%),20/22 (91%),16/19 (84%),32/62 (52%),26/62 (42%),13/22 (59%),15/19 (79%),13,13,8/12 (66%),4/9 (44%),83,74,45,42,38,32,9,7,15,11,9,7,6,4,36/62 (58%),30/62 (48%),4/19 (21%),9/22 (40%),13,13,5,4,0,0,0,0,1,0,18/26 (69%),18/25 (72%),7/8 (88%),7/7 (100%),12/18 (67%),13/18 (72%),3/8 (38%),4/7 (57%),5,4,2/4 (50%),0/0 (0%),15,17,8,11,4,5,1,2,5/18 (27%),6/18 (33%),3/7 (42%),5/8 (62%),4,5,0,2,0,0,1,0,0,0,25/29 (86%),28/32 (88%),4/4 (100%),4/4 (100%),12/25 (48%),13/28 (46%),3/4 (75%),2/4 (50%),5,5,3/5 (60%),2/5 (40%),15,15,17,14,5,7,4,2,15/28 (53%),13/25 (52%),2/4 (50%),1/4 (25%),5,5,3,2,0,0,0,0,0,2,19/22 (86%),16/23 (70%),3/3 (100%),5/7 (71%),14/19 (74%),8/16 (50%),1/3 (33%),2/7 (29%),3,4,3/3 (100%),2/5 (40%),15,10,13,7,9,4,6,1,8/16 (50%),5/19 (26%),5/7 (71%),2/3 (66%),4,3,3,0,0,0
14266296,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,35424,Madison Keys,220592,Catherine McNally,2,1,20260427,3,1,7,7,63/92 (68%),68/100 (68%),22/29 (76%),25/32 (78%),42/63 (67%),44/68 (65%),13/29 (45%),12/32 (38%),13,13,4/7 (57%),9/13 (69%),99,93,55,56,44,37,6,4,14,12,10,9,3,3,24/68 (35%),21/63 (33%),20/32 (62%),16/29 (55%),13,13,4,3,0,0,1,1,5,4,23/35 (66%),13/23 (57%),7/12 (58%),6/10 (60%),12/23 (52%),10/13 (77%),3/12 (25%),3/10 (30%),4,4,3/6 (50%),2/3 (66%),15,13,10,20,4,4,1,3,3/13 (23%),11/23 (47%),7/10 (70%),9/12 (75%),4,4,1,3,0,0,1,0,1,3,22/31 (71%),20/32 (63%),8/9 (89%),9/12 (75%),16/22 (73%),14/20 (70%),6/9 (67%),5/12 (42%),5,4,0/0 (0%),2/3 (66%),22,19,13,9,6,4,3,1,6/20 (30%),6/22 (27%),7/12 (58%),3/9 (33%),4,5,1,0,0,0,1,0,1,0,19/26 (73%),34/45 (76%),6/7 (86%),11/11 (100%),15/19 (79%),20/34 (59%),3/7 (43%),4/11 (36%),4,5,1/1 (100%),5/7 (71%),18,24,21,8,4,3,3,1,14/34 (41%),4/19 (21%),7/11 (63%),4/7 (57%),5,4,2,0,0,0
14266289,WTA,158982,"Montreal, Canada",2025-08-01,Round of 32,Hardcourt outdoor,85077,Karolina Muchova,63957,Belinda Bencic,2,1,20260427,1,4,5,1,68/101 (67%),66/111 (59%),28/33 (85%),44/45 (98%),44/68 (65%),45/66 (68%),17/33 (52%),24/45 (53%),15,14,9/13 (69%),10/11 (90%),103,109,61,69,42,40,6,6,12,18,11,13,3,3,21/66 (31%),24/68 (35%),21/45 (46%),16/33 (48%),14,15,1,4,1,0,0,2,4,1,32/49 (65%),28/57 (49%),13/17 (76%),28/29 (97%),22/32 (69%),17/28 (61%),10/17 (59%),16/29 (55%),6,6,6/7 (85%),8/9 (88%),32,33,24,17,6,6,2,2,11/28 (39%),10/32 (31%),13/29 (44%),7/17 (41%),6,6,1,1,1,0,1,1,0,0,16/21 (76%),21/24 (88%),5/5 (100%),3/3 (100%),9/16 (56%),15/21 (71%),3/5 (60%),2/3 (67%),4,4,1/3 (33%),1/1 (100%),12,17,7,9,4,4,1,3,6/21 (28%),7/16 (43%),1/3 (33%),2/5 (40%),4,4,0,2,0,0,0,1,1,0,23/34 (68%),18/30 (60%),10/11 (91%),12/12 (100%),15/23 (65%),14/18 (78%),3/11 (27%),5/12 (42%),5,4,3/5 (60%),1/1 (100%),18,19,11,16,3,5,1,3,4/18 (22%),8/23 (34%),7/12 (58%),8/11 (72%),4,5,0,2,0,0
