Fecha,Torneo,Torneo_ID_Sofascore,Categoria,Superficie,Ronda,Hora_Aprox,Jugador_Local,Jugador_Local_ID_Sofascore,Jugador_Visitante,Jugador_Visitante_ID_Sofascore
2026-05-22,"Geneva, Switzerland, Doubles",163951,ATP,Red clay,Semifinals,10:00,Frantzen C / Haase R,1107483,Arneodo R / Polmans M,1214909
2026-05-22,"Strasbourg, France, Doubles",184815,WTA,Red clay,Semifinals,10:00,Dabrowski G / Stefani L,368858,Alexandrova E / Danilina A,414925
2026-05-22,"Istanbul, Turkiye, Doubles",184731,Challenger,Red clay,Quarterfinals,10:00,Martos Gornes S / Walkow S,929282,Banthia S / Kielan S,1227770
2026-05-22,ITF M15 Klagenfurt Men,153848,ITF Men,Arcilla,Semifinals,10:05,Oleksii Krutykh,232615,Samuele Pieri,376882
2026-05-22,ITF W15 Tsaghkadzor Women,152151,ITF Women,Arcilla,Quarterfinals,10:09,Ekaterina Agureeva,510658,Sevil Yuldasheva,217144
2026-05-22,ITF W15 Tsaghkadzor Women,152151,ITF Women,Arcilla,Quarterfinals,10:10,Tea Kovačević,928328,Ani Amiraghyan,51972
2026-05-22,ITF W15 Kursumlijska Banja 2 Women Doubles,151142,ITF Women,Arcilla,Semifinals,10:14,Hageman M / Prisăcariu A,1048916,Radovanovic N / Stankovic A,1228186
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,10:15,Vilius Gaubas,322022,Pablo Llamas Ruiz,264358
2026-05-22,ITF W15 Kursumlijska Banja 2 Women Doubles,151142,ITF Women,Arcilla,Semifinals,10:21,Bayerlova M / Pulchartova L,370826,Bojica S / Zaparyniuk A,1155559
2026-05-22,"Hamburg, Germany, Doubles",161983,ATP,Red clay,Semifinals,10:30,Doumbia S / Reboul F,196794,Schnaitter J / Wallner M,447607
2026-05-22,"Cervia, Italy",184763,Challenger,Red clay,Semifinals,10:30,Buvaysar Gadamauri,225214,Tommaso Compagnucci,227447
2026-05-22,ITF M15 Litija Men,156867,ITF Men,Arcilla,Quarterfinals,10:37,Andrea Fiorentini,280751,Žiga Šeško,522735
2026-05-22,ITF W15 Monastir 13 Women,149104,ITF Women,Hardcourt outdoor,Quarterfinals,10:39,Aurora Urso,230535,Laia Petretic,302552
2026-05-22,"Istanbul, Turkiye, Doubles",184731,Challenger,Red clay,Quarterfinals,10:40,Ramanathan R / Prashanth N,190022,Duda F / Latinovic S,1168932
2026-05-22,ITF W15 Tsaghkadzor Women,152151,ITF Women,Arcilla,Quarterfinals,10:40,Valentini Grammatikopoulou,82609,Armine Yesaian,1228112
2026-05-22,ITF M15 Litija Men,156867,ITF Men,Arcilla,Quarterfinals,10:41,Jeremy Gschwendtner,202495,Giuseppe La Vela,290531
2026-05-22,ITF M25 Bol Men,152792,ITF Men,Arcilla,Quarterfinals,10:42,Marko Miladinović,201230,Nikita Mashtakov,154572
2026-05-22,ITF M15 Doboj Men,153338,ITF Men,Arcilla,Quarterfinals,10:46,Karol Filar,286500,Nemanja Malešević,215338
2026-05-22,"UTR PTT Ahaus Women 01, Group D",184994,UTR Women,Red clay,,10:50,Jinte de Boer,1126958,Daniela Ciobanu,54401
2026-05-22,ITF W50 Portorož Women Doubles,152820,ITF Women,Arcilla,Semifinals,10:54,Moratelli A / Tikhonova A,1228158,Wagner A /  Webley-Smith E,1228642
2026-05-22,ITF M15 Kursumlijska Banja 2 Men Doubles,151118,ITF Men,Arcilla,Semifinals,10:58,Juhas K / Popovic S,1096818,Jović N / Mirarchi W,1228187
2026-05-22,"French Open, Paris, France, Qualifying",185228,WTA,Red clay,Qualification Final,11:00,Katarina Zavatska,195334,Lucia Bronzetti,110055
2026-05-22,"Istanbul, Turkiye",184722,Challenger,Red clay,Semifinals,11:00,Franco Agamenone,65606,Andrej Nedić,316900
2026-05-22,"UTR PTT Ahaus Men 01, Group D",184988,UTR Men,Red clay,,11:00,Tim Hammes,424807,Stijn Paardekooper,481888
2026-05-22,ITF W35 Klagenfurt Women,153820,ITF Women,Arcilla,Semifinals,11:02,Alessandra Mazzola,246108,Nastasja Schunk,308404
2026-05-22,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Quarterfinals,11:07,Johan Nikles,114885,Julian Alonso Vivanco,452615
2026-05-22,ITF M25 Kutaisi Men Doubles,184246,ITF Men,Dura,Semifinals,11:07,Lutkovskii S / Philippov E,1227829,Johansson O / Pawlak P,1225264
2026-05-22,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Quarterfinals,11:08,Keaton Hance,498414,Jack Kennedy,522293
2026-05-22,ITF W15 Monastir 13 Women,149104,ITF Women,Hardcourt outdoor,Quarterfinals,11:08,Masha Lazarenko,1090817,Karla Bartel,478142
2026-05-22,ITF W15 Grado Women,185080,ITF Women,Arcilla,Quarterfinals,11:09,Francesca Gandolfi,457484,Eleonora Alvisi,284060
2026-05-22,ITF W15 Grado Women,185080,ITF Women,Arcilla,Quarterfinals,11:10,Camilla Gennaro,385219,Daria Yesypchuk,414969
2026-05-22,"UTR PTT Ahaus Men 01, Group B",184991,UTR Men,Red clay,,11:10,Marcel Zielinski,290035,Andras Necz,218260
2026-05-22,ITF M15 Doboj Men,153338,ITF Men,Arcilla,Quarterfinals,11:11,John Hallquist Lithén,316466,Eric Vanshelboim,284517
2026-05-22,ITF M15 Gaborone 2 Men Doubles,185067,ITF Men,Hardcourt outdoor,Semifinals,11:15,Kleiman M / Voelzke G,1111853,Talic Z-Z / Terblanche E,1228622
2026-05-22,ITF M25 Kutaisi Men Doubles,184246,ITF Men,Dura,Semifinals,11:15,Mishkin K / Shvets V,1079298,Neos E / Pankin S,411221
2026-05-22,ITF M25 Deauville Men,185045,ITF Men,Arcilla,Quarterfinals,11:17,Sander Jong,355527,Raphael Perot,307390
2026-05-22,ITF M15 Bucharest Men,145807,ITF Men,Hardcourt indoor,Quarterfinals,11:23,Dragos Nicolae Cazacu,317453,Sebastian Gima,265627
2026-05-22,ITF M15 Gaborone 2 Men,185066,ITF Men,Hardcourt outdoor,Quarterfinals,11:23,Alec Beckley,305655,Allan Gatoto,424058
2026-05-22,ITF W35 Bol Women Doubles,152827,ITF Women,Arcilla,Semifinals,11:24,Pace F / Pedone G,1228621,Zantedeschi A / Zucchini A,376101
2026-05-22,"French Open, Paris, France, Qualifying",185228,WTA,Red clay,Qualification Final,11:25,Lulu Sun,195182,Claire Liu,179300
2026-05-22,ITF M15 Bucharest Men,145807,ITF Men,Hardcourt indoor,Quarterfinals,11:25,Rares Teodor Pieleanu,477288,Daniel Uta,460246
2026-05-22,ITF M15 Monastir 18 Men,151572,ITF Men,Hardcourt outdoor,Quarterfinals,11:26,Alejandro Turriziani Alvarez,368387,Seydina Andre,369287
2026-05-22,ITF M25 Bol Men,152792,ITF Men,Arcilla,Quarterfinals,11:28,Filip Jeff Planinšek,326087,Maks Kasnikowski,342835
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,11:30,Pierre-Hugues Herbert,44553,Leandro Riedi,321788
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,11:30,Tom Gentzsch,380042,Roman Safiullin,124930
2026-05-22,ITF M15 Bucharest Men,145807,ITF Men,Hardcourt indoor,Quarterfinals,11:30,Robert Guna,445693,Stefan Horia Haita,486375
2026-05-22,ITF M15 Kayseri Men,153320,ITF Men,Dura,Round of 16,11:37,Dinko Dinev,386340,Cem Christopher Kucukhuseyin,407396
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,11:39,Chrystal Lopez,468517,Ilay Yoruk,214009
2026-05-22,"UTR PTT Ahaus Women 01, Group A",184992,UTR Women,Red clay,,11:40,Annemarie Lazar,387843,Polina Kuharenko,463777
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,11:47,Ksenia Smirnova,938151,Selina Atay,245561
2026-05-22,ITF W35 Bol Women,152826,ITF Women,Arcilla,Quarterfinals,11:47,Iva Primorac Pavičić,67659,Tena Lukas,50643
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,11:48,Milana Maslenkova,217141,Irem Kurt,398757
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,11:50,Emilio Nava,232057,Pedro Martinez,77223
2026-05-22,"French Open, Paris, France, Qualifying",185228,WTA,Red clay,Qualification Final,11:50,Rebecca Šramková,71034,Maria Carle,141892
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,11:50,Satima Toregen,508635,Demi Tran,314394
2026-05-22,ITF W15 Gaborone 2 Women Doubles,185088,ITF Women,Hardcourt outdoor,Semifinals,11:58,Kashyap T / Wagner O,1177824,Buchnik M / Giordano M,1228254
2026-05-22,"Rabat, Morocco",184818,WTA,Red clay,Semifinals,12:00,Panna Udvardy,218347,Anhelina Kalinina,90664
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,12:04,Ada Kumru,460249,Eva Korysheva,508405
2026-05-22,ITF W75 Kosice Women,185070,ITF Women,Arcilla,Semifinals,12:06,Tyra Caterina Grant,460330,Martyna Kubka,294815
2026-05-22,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Quarterfinals,12:09,Madhwin Kamath,377343,Nour Fathalla,508316
2026-05-22,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Quarterfinals,12:09,Nada Fouad,315576,Olga Danilova,500335
2026-05-22,"Geneva, Switzerland",162492,ATP,Red clay,Semifinals,12:10,Casper Ruud,119248,Mariano Navone,271389
2026-05-22,"Geneva, Switzerland, Doubles",163951,ATP,Red clay,Semifinals,12:10,Bhambri Y / Venus M,106573,Pavlasek A / Rikl P,1210103
2026-05-22,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Quarterfinals,12:10,Pranav Karthik,405105,Felipe Virgili Berini,462059
2026-05-22,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Quarterfinals,12:10,Aya El Sayed,284059,Zoziya Kardava,231035
2026-05-22,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Quarterfinals,12:11,Sandra Samir,111149,Ulyana Hrabavets,453413
2026-05-22,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Quarterfinals,12:13,Samir Hamza Reguig,269873,Viktor Frydrych,420874
2026-05-22,ITF M25 Deauville Men Doubles,185046,ITF Men,Arcilla,Semifinals,12:14,Andres R / Kaouk M,1176336,Demanet E / Loge J,515602
2026-05-22,"Istanbul, Turkiye, Doubles",184731,Challenger,Red clay,Semifinals,12:15,Cervantes I / Molchanov D,1084484,Goldhoff G / Winegar T,1125254
2026-05-22,"Bengaluru 3, India, Doubles",184785,Challenger,Hardcourt outdoor,Semifinals,12:15,Kalyanpur A / Mukund S,246182,Barry C / Charlton J,1224770
2026-05-22,"UTR PTT Ahaus Women 01, Group B",184993,UTR Women,Red clay,,12:15,Andrea Nova,297130,Chanel Janssen,201728
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,12:23,Alana Subasic,457872,Mandegar Farzami,549709
2026-05-22,ITF W50 Portorož Women,152819,ITF Women,Arcilla,Quarterfinals,12:27,Francesca Curmi,256533,Dalila Jakupovic,52533
2026-05-22,"Strasbourg, France",184811,WTA,Red clay,Semifinals,12:30,Emma Navarro,207979,Ann Li,222826
2026-05-22,ITF M15 Doboj Men Doubles,153339,ITF Men,Arcilla,Semifinals,12:30,Poulsen Brostrom O / Slavic N,1098204,Boros A D / Makk P,1228594
2026-05-22,ITF W35 Estepona Women,185072,ITF Women,Hardcourt outdoor,Quarterfinals,12:33,Alice Gillan,220536,Carmen Gallardo Guevara,287781
2026-05-22,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Quarterfinals,12:36,Safi M / Wirges A,1228117,Davtyan M / Yesaian A,1228572
2026-05-22,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Quarterfinals,12:38,Bazderova A / Khomitskaya A,1228111,Sagandikova A / Yuldasheva S,1228114
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,12:40,Darwin Blanch,407392,Luka Pavlovic,224534
2026-05-22,"UTR PTT Ahaus Men 01, Group C",184990,UTR Men,Red clay,,12:40,Lasse Rensing,1227176,Alexandre Verlaguet,1102026
2026-05-22,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Quarterfinals,12:41,Parentini Vallega Montebruno G / Rozhkova E,1228569,Agureeva E / Sedysheva A,1222638
2026-05-22,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Quarterfinals,12:43,Oriol Roca Batalla,51100,Nicolas Alvarez Varona,205989
2026-05-22,ITF W15 Kayseri Women,153367,ITF Women,Desconocida,Round of 16,12:45,Asylzhan Arystanbekova,379484,Anja Wildgruber,329554
2026-05-22,"UTR PTT Ahaus Men 01, Group A",184989,UTR Men,Red clay,,12:50,Jiri Vesely,41857,Claus Piening,484834
2026-05-22,"Istanbul, Turkiye",184722,Challenger,Red clay,Semifinals,13:00,Hynek Barton,372310,David Jorda Sanchis,57155
2026-05-22,ITF M15 Monastir 18 Men Doubles,151573,ITF Men,Hardcourt outdoor,Semifinals,13:00,Rankin M / Scaglia M,1228285,Serafini M / Tabacco F,413844
2026-05-22,ITF W15 Hurghada Women,172165,ITF Women,Hardcourt outdoor,Quarterfinals,13:06,Sara Milanese,385221,Vlada Mincheva,418799
2026-05-22,ITF W15 Monastir 13 Women Doubles,149105,ITF Women,Hardcourt outdoor,Semifinals,13:10,Moyano L / Petretic L,1222618,Luciano L / Mariani M,1177937
2026-05-22,ITF W15 Grado Women,185080,ITF Women,Arcilla,Quarterfinals,13:13,Denisa Zoldakova,517983,Sofia Rocchetti,305235
2026-05-22,ITF M15 Gaborone 2 Men Doubles,185067,ITF Men,Hardcourt outdoor,Semifinals,13:13,Bittoun Kouzmine C / Strombachs R,484793,Ambarzumjan E / Derepasko T,1225616
2026-05-22,ITF M15 Litija Men Doubles,156854,ITF Men,Arcilla,Semifinals,13:13,Furlanetto M / Parizzia N,1220695,Horoz A / Schell N,1228666
2026-05-22,"Rabat, Morocco",184818,WTA,Red clay,Semifinals,13:15,Jil Teichmann,90814,Petra Marčinko,381052
2026-05-22,ITF M25 Bol Men Doubles,152793,ITF Men,Arcilla,Semifinals,13:22,Fancutt T / Rai A,384740,Andaloro F / Pereira T,1228618
2026-05-22,ITF M25 Deauville Men,185045,ITF Men,Arcilla,Quarterfinals,13:24,Geoffrey Blancaneaux,141882,Alec Deckers,273778
2026-05-22,"Cervia, Italy",184763,Challenger,Red clay,Semifinals,13:25,Andrea Guerrieri,190877,Max Alcala Gurri,281447
2026-05-22,ITF W15 Gaborone 2 Women Doubles,185088,ITF Women,Hardcourt outdoor,Semifinals,13:27,Leon S / Podhajecka D,1225423,Otway J / Van Poppel E,1217527
2026-05-22,ITF W15 Monastir 13 Women Doubles,149105,ITF Women,Hardcourt outdoor,Semifinals,13:28,Lukosiute A / Popovic K,1228641,Bertacchi A / Moccia C,1228292
2026-05-22,"Hamburg, Germany",160270,ATP,Red clay,Semifinals,13:30,Aleksandar Kovacevic,187608,Ignacio Buse,322082
2026-05-22,"UTR PTT Ahaus Women 01, Group C",184995,UTR Women,Red clay,,13:30,Leonie Schuknecht,288571,Valentina Khrebtova,276797
2026-05-22,ITF M15 Litija Men Doubles,156854,ITF Men,Arcilla,Semifinals,13:31,Artnak B / Šeško Ž,1228098,Savano M / Pade M,1228643
2026-05-22,ITF W15 Tsaghkadzor Women Doubles,152152,ITF Women,Arcilla,Quarterfinals,13:33,Amiraghyan A / Kroitor K,1121187,Kharlanova D / Starkova P,1228565
2026-05-22,ITF W50 Portorož Women Doubles,152820,ITF Women,Arcilla,Semifinals,13:36,Matoula M / Oz I,1228168,Ibragimova A / Toth A K,825722
2026-05-22,ITF M15 Hurghada Men,172151,ITF Men,Hardcourt outdoor,Quarterfinals,13:40,Karim Ibrahim,315575,Markus Molder,388444
2026-05-22,"Bengaluru 3, India, Doubles",184785,Challenger,Hardcourt outdoor,Semifinals,13:50,Kaliyanda Poonacha N / Myneni S,1048149,Bar Biryukov P / Lomakin G,831181
2026-05-22,ITF M15 Doboj Men Doubles,153339,ITF Men,Arcilla,Semifinals,13:52,Marosik N / Michalik R,937307,Djokic F / Milanović D,1228208
2026-05-22,ITF M15 Monastir 18 Men Doubles,151573,ITF Men,Hardcourt outdoor,Semifinals,13:54,Gannon C / Nagoudi A,1228291,Makhlouf M N / Sahtali T,1228284
2026-05-22,ITF M25 Deauville Men Doubles,185046,ITF Men,Arcilla,Semifinals,13:55,Balshaw F / Nagel A,1216160,Lieberman H / Antonio Nunez D,1228591
2026-05-22,ITF W35 Bol Women Doubles,152827,ITF Women,Arcilla,Semifinals,13:57,Bartashevich Y / Falkowska W,1228160,Dittmann G M / Horvit M,1228613
2026-05-22,"Geneva, Switzerland",162492,ATP,Red clay,Semifinals,14:00,Learner Tien,412818,Alexander Bublik,163480
2026-05-22,ITF W75 Kosice Women,185070,ITF Women,Arcilla,Semifinals,14:09,Justina Mikulskyte,137932,Caroline Werner,47969
2026-05-22,"UTR PTT Ahaus Women 01, Group B",184993,UTR Women,Red clay,,14:10,Anna Ozerova,157706,Inka Wawrzkiewicz,480708
2026-05-22,ITF M25 Mataro Men,152789,ITF Men,Arcilla,Quarterfinals,14:12,Robert Watzka,476475,Alex Marti Pujolras,217446
2026-05-22,ITF M15 Hurghada Men Doubles,172152,ITF Men,Hardcourt outdoor,Semifinals,14:12,Dakhane R / Eerola O,1228307,Karthik P / Rathi A,1228305
2026-05-22,"French Open, Paris, France, Qualifying",185226,ATP,Red clay,Qualification Final,14:15,Felix Gill,298057,Kyrian Jacquet,267577
2026-05-22,"French Open, Paris, France, Qualifying",185228,WTA,Red clay,Qualification Final,14:15,Polina Kudermetova,293868,Xiyu Wang,223148
2026-05-22,"Istanbul, Turkiye, Doubles",184731,Challenger,Red clay,Semifinals,14:20,Martos Gornes S / Walkow S,929282,Duda F / Latinovic S,1168932
2026-05-22,"Strasbourg, France",184811,WTA,Red clay,Semifinals,14:30,Victoria Mboko,386338,Jaqueline Cristian,72758
2026-05-22,"Cervia, Italy, Doubles",184779,Challenger,Red clay,Semifinals,14:35,Forti F / Romano F,424816,Gadamauri B / Tu L,1227779
2026-05-22,ITF W15 Grado Women Doubles,185081,ITF Women,Arcilla,Semifinals,14:38,Argyrokastriti M / Yesypchuk D,1229103,Alvisi E / Bertoldo J,1213402
2026-05-22,"ITF W50 Pelham, AL Women Doubles",152822,ITF Women,Arcilla,Semifinals,15:00,Guzman D / Motosono K,1084900,Carnicella K / Jauffret C,1228381
2026-05-22,"UTR PTT Madison Men 01, 9-12 Playoffs",185710,UTR Men,Hardcourt outdoor,Semifinals,15:00,Lachlan Brain,403235,Aryan Badlani,1071588
2026-05-22,"UTR PTT Madison Men 01, 13-16 Playoffs",185712,UTR Men,Hardcourt outdoor,Semifinals,15:00,Bassil Touban,1229426,Jens Holger Nissen,1151302
2026-05-22,"UTR PTT Madison Men 01, 13-16 Playoffs",185712,UTR Men,Hardcourt outdoor,Semifinals,15:00,Mikhail Korkunov,1127082,Esunge Ndumbe,457259
2026-05-22,"UTR PTT Madison Women 01, 9-12 Playoffs",185705,UTR Women,Hardcourt outdoor,,15:00,Skye Madatali,1072207,Kira Farrakhova,1227271
2026-05-22,"UTR PTT Madison Women 01, 13-16 Playoffs",185703,UTR Women,Hardcourt outdoor,,15:00,Jenna Sloan,289200,Georgia Cranford,1073528
2026-05-22,"UTR PTT Madison Women 01, 13-16 Playoffs",185703,UTR Women,Hardcourt outdoor,,15:00,Karlin Schock,1229139,Carolyn Schaefer,1227273
2026-05-22,ITF W35 Estepona Women Doubles,185074,ITF Women,Hardcourt outdoor,Final,15:09,Arseneault A / Dudeney A,1155827,Berecoechea N / Pawlikowska Z,1228106
2026-05-22,ITF M15 Maringa Men,184243,ITF Men,Arcilla,Quarterfinals,15:11,Gustavo Ribeiro de Almeida,407629,Kaua Santos Gava,453415
2026-05-22,ITF M15 Maringa Men,184243,ITF Men,Arcilla,Quarterfinals,15:11,Julian Cundom,285840,Herman Hoeyeraal,234881
2026-05-22,"Rabat, Morocco, Doubles",184824,WTA,Red clay,Final,15:20,Sutjiadi A / Zvonareva V,1227576,Chong E / Kempen M,1227571
2026-05-22,"Hamburg, Germany",160270,ATP,Red clay,Semifinals,15:30,Alex de Minaur,201239,Tommy Paul,138546
2026-05-22,"UTR PTT Madison Women 01, 5-8 Playoffs",185706,UTR Women,Hardcourt outdoor,Semifinals,15:30,Mariana Manyoma Velasquez,379382,Ellison Reynoldson,449839
2026-05-22,"UTR PTT Madison Women 01, 1-4 Playoffs",185707,UTR Women,Hardcourt outdoor,Semifinals,15:40,Maria Sholokhova,376042,Sydney Jara,932409
2026-05-22,ITF W15 Grado Women,185080,ITF Women,Arcilla,Quarterfinals,15:42,Federica Trevisan,231012,Masa Viriant,373665
2026-05-22,ITF W75 Kosice Women Doubles,185071,ITF Women,Arcilla,Final,15:48,Bara I M / Brooks M,1227809,Kubka M / Mikulskyte J,1172584
2026-05-22,ITF W15 Hurghada Women Doubles,172166,ITF Women,Hardcourt outdoor,Semifinals,15:54,El Sayed A / Fouad N,1131832,Dell'Edera F / Kapcia V,1228345
2026-05-22,ITF M15 Hurghada Men Doubles,172152,ITF Men,Hardcourt outdoor,Semifinals,15:56,Fathalla N / Mabrouk K,1228303,Hamza Reguig S / Kountourakis I,1225479
2026-05-22,ITF W15 Hurghada Women Doubles,172166,ITF Women,Hardcourt outdoor,Semifinals,15:58,Danilova O / Elkady J,1228351,Hrabavets U / Kardava Z,1228349
2026-05-22,"Cervia, Italy, Doubles",184779,Challenger,Red clay,Semifinals,16:00,Bianchi J J / Sheehy J,1212018,Rodriguez Taverna S / Vega Hernandez D,1227775
2026-05-22,"UTR PTT Tuscaloosa Men 01, 5-8 Playoffs",185720,UTR Men,Hardcourt outdoor,Semifinals,16:00,Vit Kalina,416491,Noble Renfrow,1097759
2026-05-22,"UTR PTT Tuscaloosa Men 01, 13-16 Playoffs",185724,UTR Men,Hardcourt outdoor,Semifinals,16:00,AJ Deem,1077467,Theo Hegarty,1141351
2026-05-22,"UTR PTT Tuscaloosa Women 01, 1-4 Playoffs",185717,UTR Women,Hardcourt outdoor,Semifinals,16:00,Addison Bowman,1050765,Amina Salibayeva,375609
2026-05-22,"UTR PTT Tuscaloosa Women 01, 1-4 Playoffs",185717,UTR Women,Hardcourt outdoor,Semifinals,16:00,Riley Crowder,454596,Ariana Gilbert,1115671
2026-05-22,ITF W15 Kayseri Women Doubles,153369,ITF Women,Desconocida,Round of 16,16:04,Atay S / Kurt I,1217533,Maslenkova M / Puiac A L,1228142
2026-05-22,ITF M25 Mataro Men Doubles,152791,ITF Men,Arcilla,Final,16:13,Lagutin P / Lalami Laaroussi Y,1228212,Hance K / Kennedy J,853836
2026-05-22,"ITF W50 Pelham, AL Women",152821,ITF Women,Arcilla,Quarterfinals,16:20,Antonia Vergara Rivera,1085670,Bella Payne,1077426
2026-05-22,"ITF W50 Pelham, AL Women",152821,ITF Women,Arcilla,Quarterfinals,16:20,Dana Guzman,289810,Madison Brengle,19610
2026-05-22,"ITF W50 Pelham, AL Women",152821,ITF Women,Arcilla,Quarterfinals,16:23,Savannah Broadus,288614,Amelia Honer,391875
2026-05-22,"ITF W50 Pelham, AL Women",152821,ITF Women,Arcilla,Quarterfinals,16:23,Katrina Scott,297369,Maria Florencia Urrutia,207107
2026-05-22,"UTR PTT Madison Men 01, 9-12 Playoffs",185710,UTR Men,Hardcourt outdoor,Semifinals,16:30,Nolan Balthazor,1072202,Avery Zavala,369708
2026-05-22,ITF W15 Grado Women Doubles,185081,ITF Women,Arcilla,Semifinals,16:37,Ruiz C C / Langlais C,1228670,Maquet M / Rocchetti S,1229102
2026-05-22,"UTR PTT Madison Men 01, 1-4 Playoffs",185709,UTR Men,Hardcourt outdoor,Semifinals,16:40,Alberto Altur Fernandez,422783,Ashton Adesoro,556492
2026-05-22,"UTR PTT Madison Women 01, 1-4 Playoffs",185707,UTR Women,Hardcourt outdoor,Semifinals,16:45,Joanna Kennedy,1089938,Ekaterina Ivanova,424910
2026-05-22,TC San Felice - Torneo Sociale Men,154082,Italy,Arcilla,1/16,17:00,Mirko Dal Pozzo,1120595,Matteo Balboni,1119170
2026-05-22,"UTR PTT Madison Men 01, 1-4 Playoffs",185709,UTR Men,Hardcourt outdoor,Semifinals,17:00,Drew Fishback,549702,Oscar Corwin,1115615
2026-05-22,ITF M15 Bucharest Men,145807,ITF Men,Hardcourt indoor,Quarterfinals,17:01,Ilya Snitari,372348,Radu Mihai Papoe,286484
2026-05-22,ITF M15 Maringa Men,184243,ITF Men,Arcilla,Quarterfinals,17:07,Mateus Alves,204776,Ezequiel Monferrer,302587
2026-05-22,ITF M15 Maringa Men,184243,ITF Men,Arcilla,Quarterfinals,17:15,Santiago Giamichelle,387340,Wilson Leite,54477
2026-05-22,"UTR PTT Tuscaloosa Women 01, 13-16 Playoffs",185719,UTR Women,Hardcourt outdoor,Semifinals,17:25,Savannah Webster,415680,Esther Vyrlan,393515
2026-05-22,TC San Felice - Torneo Sociale Men,154082,Italy,Arcilla,1/32,17:30,Angelo Tucci,1221001,Gianpiero Venturi,1119269
2026-05-22,"UTR PTT Newport Beach Men 12, Group A",184975,UTR Men,Hardcourt outdoor,,17:30,Aaron Eliscu,1227858,Blu Baker,290989
2026-05-22,"UTR PTT Newport Beach Men 12, Group A",184975,UTR Men,Hardcourt outdoor,,17:30,Kaj Quirijns,377487,Gabriel Jessup,1081888
2026-05-22,"UTR PTT Newport Beach Men 12, Group B",184979,UTR Men,Hardcourt outdoor,,17:30,Andre Alcantara,1084859,George Hakopian,1099306
2026-05-22,"UTR PTT Newport Beach Men 12, Group B",184979,UTR Men,Hardcourt outdoor,,17:30,Rohan Sachdev,522418,George Hakopian,1099306
2026-05-22,"UTR PTT Newport Beach Men 12, Group B",184979,UTR Men,Hardcourt outdoor,,17:30,Zach Stephens,465057,George Hakopian,1099306
2026-05-22,"UTR PTT Newport Beach Women 12, Group A",184969,UTR Women,Hardcourt outdoor,,17:30,Anya Arora,1083269,Madeleine Jessup,338551
2026-05-22,"UTR PTT Newport Beach Women 12, Group A",184969,UTR Women,Hardcourt outdoor,,17:30,Anya Arora,1083269,Amy Duong,1091366
2026-05-22,"UTR PTT Newport Beach Women 12, Group A",184969,UTR Women,Hardcourt outdoor,,17:30,Veronica Miroshnichenko,130628,Marika Jones,334167
2026-05-22,"UTR PTT Newport Beach Women 12, Group C",184971,UTR Women,Hardcourt outdoor,,17:30,Anastasia Grechkina,391744,Jelena Vico,508421
2026-05-22,"UTR PTT Tuscaloosa Women 01, 13-16 Playoffs",185719,UTR Women,Hardcourt outdoor,Semifinals,17:35,Catherine Rennard,477385,Isid Hernandez,260790
2026-05-22,"UTR PTT Madison Women 01, 5-8 Playoffs",185706,UTR Women,Hardcourt outdoor,Semifinals,18:00,Shravani Chennamsetty,939675,Sophie Parr,1228357
2026-05-22,ITF W75 Kosice Women Doubles,185071,ITF Women,Arcilla,Final,18:15,Bara I M / Brooks M,1227809,Kubka M / Mikulskyte J,1172584
2026-05-22,"UTR PTT Madison Women 01, 13-16 Playoffs",185703,UTR Women,Hardcourt outdoor,,18:15,Karlin Schock,1229139,Georgia Cranford,1073528
2026-05-22,"UTR PTT Madison Men 01, 5-8 Playoffs",185711,UTR Men,Hardcourt outdoor,Semifinals,18:20,Shaan Patel,1105209,William Freshwater,1120153
