Fecha,Torneo,Torneo_ID_Sofascore,Categoria,Superficie,Ronda,Hora_Aprox,Jugador_Local,Jugador_Local_ID_Sofascore,Jugador_Visitante,Jugador_Visitante_ID_Sofascore
2026-05-24,"Centurion, South Africa, Qualifying",185934,Challenger,Desconocida,Qualification Round 1,10:20,Luc Koenig,342331,Kris van Wyk,156826
2026-05-24,"Centurion, South Africa, Qualifying",185934,Challenger,Desconocida,Qualification Round 1,10:20,Oscar Weightman,276364,Carl Roothman,271949
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,10:20,Dominik Macej,1229811,Luca Wiedenmann,209594
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,10:20,Pawel Juszczak,56577,Georgii Kravchenko,221339
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,10:20,Peter Fajta,289149,Tomas Lanik,371081
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,10:40,Tomas Martin Etcheverry,169496,Nuno Borges,125006
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,10:40,Tomaš Machač,238300,Zizou Bergs,170946
2026-05-24,"French Open, Paris, France",185246,WTA,Red clay,Round of 128,10:40,Danka Kovinic,52229,Xiyu Wang,223148
2026-05-24,"French Open, Paris, France",185246,WTA,Red clay,Round of 128,10:40,Francesca Jones,193290,Beatriz Haddad Maia,59702
2026-05-24,"French Open, Paris, France",185246,WTA,Red clay,Round of 128,10:40,Hailey Baptiste,248326,Barbora Krejčiková,60398
2026-05-24,"Vicenza, Italy, Qualifying",185929,Challenger,Red clay,Qualification Round 1,10:50,Alessandro Battiston,457898,Samuele Pieri,376882
2026-05-24,"Vicenza, Italy, Qualifying",185929,Challenger,Red clay,Qualification Round 1,10:50,Ioannis Xilas,317445,Samuel Vincent Ruggeri,325141
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:10,Benjamin Bonzi,94485,Alexander Zverev,57163
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:20,Michael Zheng,385285,Dino Prižmić,349089
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:20,Quentin Halys,90798,Mattia Bellucci,294337
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:20,Titouan Droguet,243925,Jakub Menšik,372312
2026-05-24,"Centurion, South Africa, Qualifying",185934,Challenger,Desconocida,Qualification Round 1,11:30,Tuncay Duran,377355,Edison Ambarzumjan,209104
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,11:30,David Poljak,60614,Peter Makk,217878
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,11:30,Karim Bennani,420998,Nathan Andre Halahija,1149345
2026-05-24,"Kosice, Slovakia, Qualifying",185917,Challenger,Arcilla,Qualification Round 1,11:30,Paulo Andre Saraiva Dos Santos,272506,Rafael Izquierdo Luque,201850
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:50,Federico Cinà,421761,Reilly Opelka,130400
2026-05-24,"French Open, Paris, France",185245,ATP,Red clay,Round of 128,11:50,Taylor Fritz,136042,Nishesh Basavareddy,407164
2026-05-24,"French Open, Paris, France",185246,WTA,Red clay,Round of 128,11:50,Sara Sorribes Tormo,60392,Tamara Korpatsch,69988
2026-05-24,"French Open, Paris, France",185246,WTA,Red clay,Round of 128,11:50,Sofia Kenin,91960,Peyton Stearns,261095
